lat;lon
-25.462919;-49.338821
-25.408842;-49.338821
-25.354741;-49.338821
-25.462919;-49.278939
-25.408842;-49.278939
-25.354741;-49.278939
-25.462919;-49.219057
-25.408842;-49.219057
-25.354741;-49.219057
