lat;lon
-25.474327;-49.339440
-25.433775;-49.339440
-25.393209;-49.339440
-25.352630;-49.339440
-25.474327;-49.294528
-25.433775;-49.294528
-25.393209;-49.294528
-25.352630;-49.294528
-25.474327;-49.249617
-25.433775;-49.249617
-25.393209;-49.249617
-25.352630;-49.249617
-25.474327;-49.204706
-25.433775;-49.204706
-25.393209;-49.204706
-25.352630;-49.204706
